PlatformUniqueId,StopAreaNaptanCode,Line,DirectionTowards,MinGap,MaxGap,AverageGap,MinStep,MaxStep,AverageStep,DesignatedLevelAccessPoint,LocationOfLevelAccess,LevelAccessByManualRamp,AdditionalAccessibilityInformation,GroupName
940GZZLULAD-Plat01-EB-circle|hammersmith-city,940GZZLULAD,circle,,,,,,,,False,,False,,
940GZZLULAD-Plat01-EB-circle|hammersmith-city,940GZZLULAD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULAD-Plat02-WB-circle|hammersmith-city,940GZZLULAD,circle,,,,,,,,False,,False,,
940GZZLULAD-Plat02-WB-circle|hammersmith-city,940GZZLULAD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULBN-Plat01-NB-bakerloo,940GZZLULBN,bakerloo,,,,,,,,False,,False,,
940GZZLULBN-Plat02-SB-bakerloo,940GZZLULBN,bakerloo,,,,,,,,False,,False,,
940GZZLULGN-Plat01-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat02-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat03-WB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGN-Plat04-EB-central,940GZZLULGN,central,,,,,,,,False,,False,,
940GZZLULGT-Plat01-WB-central,940GZZLULGT,central,,,,,,,,False,,False,,
940GZZLULGT-Plat02-EB-central,940GZZLULGT,central,,,,,,,,False,,False,,
940GZZLULRD-Plat01-EB-circle|hammersmith-city,940GZZLULRD,circle,,,,,,,,False,,False,,
940GZZLULRD-Plat01-EB-circle|hammersmith-city,940GZZLULRD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULRD-Plat02-WB-circle|hammersmith-city,940GZZLULRD,circle,,,,,,,,False,,False,,
940GZZLULRD-Plat02-WB-circle|hammersmith-city,940GZZLULRD,hammersmith-city,,,,,,,,False,,False,,
940GZZLULSQ-Plat01-WB-piccadilly,940GZZLULSQ,piccadilly,,,,,,,,False,,False,,
940GZZLULSQ-Plat02-EB-piccadilly,940GZZLULSQ,piccadilly,,,,,,,,False,,False,,
940GZZLULSQ-Plat03-SB-northern,940GZZLULSQ,northern,,,,,,,,False,,False,,
940GZZLULSQ-Plat04-NB-northern,940GZZLULSQ,northern,,,,,,,,False,,False,,
940GZZLULYN-Plat01-WB-central,940GZZLULYN,central,,,,,,,,False,,False,,
940GZZLULYN-Plat02-EB-central,940GZZLULYN,central,,,,,,,,False,,False,,
940GZZLULYS-Plat01-WB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLULYS-Plat02-WB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLULYS-Plat03-EB-central,940GZZLULYS,central,,,,,,,,False,,False,,
940GZZLUMBA-Plat01-WB-central,940GZZLUMBA,central,,,,,,,,False,,False,,
940GZZLUMBA-Plat02-EB-central,940GZZLUMBA,central,,,,,,,,False,,False,,
940GZZLUMDN-Plat01-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUMDN-Plat02-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUMDN-Plat03-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUMDN-Plat04-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUMDN-Plat05-NB-northern,940GZZLUMDN,northern,Bank and Charing Cross,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUMED-Plat01-WB-central,940GZZLUMED,central,Barkingside,0.0,43.0,,0.0,227.0,,False,,True,,
940GZZLUMED-Plat02-WB-district|hammersmith-city,940GZZLUMED,district,Earl's Court,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUMED-Plat02-WB-district|hammersmith-city,940GZZLUMED,hammersmith-city,Hammersmith,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUMED-Plat03-EB-district|hammersmith-city,940GZZLUMED,district,Upminster,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUMED-Plat03-EB-district|hammersmith-city,940GZZLUMED,hammersmith-city,Barking,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUMED-Plat04-EB-central,940GZZLUMED,central,Woodford,0.0,43.0,,0.0,223.0,,False,,True,,
940GZZLUMHL-Plat01-SB-northern,940GZZLUMHL,northern,Camden Town,,,,,,,False,,True,,
940GZZLUMMT-Plat01-WB-circle|district,940GZZLUMMT,circle,,,,,,,,False,,False,,
940GZZLUMMT-Plat01-WB-circle|district,940GZZLUMMT,district,,,,,,,,False,,False,,
940GZZLUMMT-Plat02-EB-circle|district,940GZZLUMMT,circle,,,,,,,,False,,False,,
940GZZLUMMT-Plat02-EB-circle|district,940GZZLUMMT,district,,,,,,,,False,,False,,
940GZZLUMPK-Plat01-NB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat02-SB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat03-NB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMPK-Plat04-SB-metropolitan,940GZZLUMPK,metropolitan,,,,,,,,False,,False,,
940GZZLUMRH-Plat01-EB-piccadilly,940GZZLUMRH,piccadilly,,,,,,,,False,,False,,
940GZZLUMRH-Plat02-WB-piccadilly,940GZZLUMRH,piccadilly,,,,,,,,False,,False,,
940GZZLUMSH-Plat01-WB-circle|district,940GZZLUMSH,circle,,,,,,,,False,,False,,
940GZZLUMSH-Plat01-WB-circle|district,940GZZLUMSH,district,,,,,,,,False,,False,,
940GZZLUMSH-Plat03-EB-circle|district,940GZZLUMSH,circle,,,,,,,,False,,False,,
940GZZLUMSH-Plat03-EB-circle|district,940GZZLUMSH,district,,,,,,,,False,,False,,
940GZZLUMTC-Plat01-NB-northern,940GZZLUMTC,northern,,,,,,,,False,,False,,
940GZZLUMTC-Plat02-SB-northern,940GZZLUMTC,northern,,,,,,,,False,,False,,
940GZZLUMVL-Plat01-NB-bakerloo,940GZZLUMVL,bakerloo,,,,,,,,False,,False,,
940GZZLUMVL-Plat02-SB-bakerloo,940GZZLUMVL,bakerloo,,,,,,,,False,,False,,
940GZZLUNAN-Plat01-WB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNAN-Plat02-EB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNAN-Plat03-EB-central,940GZZLUNAN,central,,,,,,,,False,,False,,
940GZZLUNBP-Plat01-WB-central,940GZZLUNBP,central,Ealing Broadway,,,,,,,False,,True,,
940GZZLUNBP-Plat02-EB-central,940GZZLUNBP,central,Hainault,,,,,,,False,,True,,
940GZZLUNDN-Plat02-NB-jubilee,940GZZLUNDN,jubilee,,,,,,,,False,,False,,
940GZZLUNDN-Plat03-SB-jubilee,940GZZLUNDN,jubilee,,,,,,,,False,,False,,
940GZZLUNEN-Plat01-WB-piccadilly,940GZZLUNEN,piccadilly,,,,,,,,False,,False,,
940GZZLUNEN-Plat02-EB-piccadilly,940GZZLUNEN,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat01-WB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat02-WB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat03-EB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNFD-Plat04-EB-piccadilly,940GZZLUNFD,piccadilly,,,,,,,,False,,False,,
940GZZLUNGW-Plat01-WB-jubilee,940GZZLUNGW,jubilee,Stanmore,0.0,85.0,,0.0,50.0,,False,,False,"For level access leaving the train at Green Park or Wembley Park, please travel in the correct carriage. ",
940GZZLUNGW-Plat02-WB-jubilee,940GZZLUNGW,jubilee,Stanmore,0.0,85.0,,0.0,50.0,,False,,False,"For level access leaving the train at Green Park or Wembley Park, please travel in the correct carriage. ",
940GZZLUNGW-Plat03-EB-jubilee,940GZZLUNGW,jubilee,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUNHA-Plat01-NB-metropolitan,940GZZLUNHA,metropolitan,,,,,,,,False,,False,,
940GZZLUNHA-Plat02-SB-metropolitan,940GZZLUNHA,metropolitan,,,,,,,,False,,False,,
940GZZLUNHG-Plat01-WB-circle|district,940GZZLUNHG,circle,,,,,,,,False,,False,,
940GZZLUNHG-Plat01-WB-circle|district,940GZZLUNHG,district,,,,,,,,False,,False,,
940GZZLUNHG-Plat02-EB-circle|district,940GZZLUNHG,circle,,,,,,,,False,,False,,
940GZZLUNHG-Plat02-EB-circle|district,940GZZLUNHG,district,,,,,,,,False,,False,,
940GZZLUNHG-Plat03-EB-central,940GZZLUNHG,central,,,,,,,,False,,False,,
940GZZLUNHG-Plat04-WB-central,940GZZLUNHG,central,,,,,,,,False,,False,,
940GZZLUNHT-Plat01-WB-central,940GZZLUNHT,central,,,,,,,,False,,False,,
940GZZLUNHT-Plat02-EB-central,940GZZLUNHT,central,,,,,,,,False,,False,,
940GZZLUNKP-Plat01-NB-metropolitan,940GZZLUNKP,metropolitan,Harrow-on-the-Hill,86.0,180.0,163.0,0.0,50.0,28.0,False,,False,Use the interchange at this station to change between trains on the Uxbridge branch and trains towards Pinner. At peak times another change may be needed at Harrow-on-the-hill for trains toward Amersham/Chesham.,
940GZZLUNKP-Plat02-SB-metropolitan,940GZZLUNKP,metropolitan,Liverpool Street,86.0,180.0,90.0,0.0,50.0,29.0,False,,False,,
940GZZLUNOW-Plat01-NB-metropolitan,940GZZLUNOW,metropolitan,,,,,,,,False,,False,,
940GZZLUNOW-Plat02-SB-metropolitan,940GZZLUNOW,metropolitan,,,,,,,,False,,False,,
940GZZLUNWH-Plat01-NB-metropolitan,940GZZLUNWH,metropolitan,,,,,,,,False,,False,,
940GZZLUNWH-Plat02-SB-metropolitan,940GZZLUNWH,metropolitan,,,,,,,,False,,False,,
940GZZLUOAK-Plat01-WB-piccadilly,940GZZLUOAK,piccadilly,Heathrow,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 2,False,,
940GZZLUOAK-Plat02-EB-piccadilly,940GZZLUOAK,piccadilly,Oakwood,0.0,85.0,,0.0,50.0,,True,2 centre doors on car 5,False,,
940GZZLUOSY-Plat01-WB-piccadilly,940GZZLUOSY,piccadilly,,,,,,,,False,,True,,
940GZZLUOSY-Plat02-EB-piccadilly,940GZZLUOSY,piccadilly,,,,,,,,False,,True,,
940GZZLUOVL-Plat01-NB-northern,940GZZLUOVL,northern,,,,,,,,False,,False,,
940GZZLUOVL-Plat02-SB-northern,940GZZLUOVL,northern,,,,,,,,False,,False,,
940GZZLUOXC-Plat01-WB-central,940GZZLUOXC,central,,,,,,,,False,,False,,
940GZZLUOXC-Plat02-EB-central,940GZZLUOXC,central,,,,,,,,False,,False,,
940GZZLUOXC-Plat03-SB-bakerloo,940GZZLUOXC,bakerloo,Oxford Circus,,,,,,,False,,True,,
940GZZLUOXC-Plat04-NB-bakerloo,940GZZLUOXC,bakerloo,Harrow & Wealdstone,,,,,,,False,,True,,
940GZZLUOXC-Plat05-SB-victoria,940GZZLUOXC,victoria,Brixton,0.0,85.0,,0.0,50.0,,True,"Both sets of double doors on cars 4 and 5, plus the 2 single doors in between (on the car 4/5 join)",False,,
940GZZLUOXC-Plat06-NB-victoria,940GZZLUOXC,victoria,Tottenham Hale,0.0,85.0,,0.0,50.0,,True,"Both sets of double doors on cars 4 and 5, plus the 2 single doors in between (on the car 4/5 join)",False,,
940GZZLUPCC-Plat01-NB-bakerloo,940GZZLUPCC,bakerloo,,,,,,,,False,,False,,
940GZZLUPCC-Plat02-SB-bakerloo,940GZZLUPCC,bakerloo,,,,,,,,False,,False,,
940GZZLUPCC-Plat03-EB-piccadilly,940GZZLUPCC,piccadilly,,,,,,,,False,,False,,
940GZZLUPCC-Plat04-WB-piccadilly,940GZZLUPCC,piccadilly,,,,,,,,False,,False,,
940GZZLUPCO-Plat01-NB-victoria,940GZZLUPCO,victoria,,,,,,,,False,,False,,
940GZZLUPCO-Plat02-SB-victoria,940GZZLUPCO,victoria,,,,,,,,False,,False,,
940GZZLUPKR-Plat01-WB-piccadilly,940GZZLUPKR,piccadilly,,,,,,,,False,,False,,
940GZZLUPKR-Plat02-EB-piccadilly,940GZZLUPKR,piccadilly,,,,,,,,False,,False,,
940GZZLUPLW-Plat01-WB-district|hammersmith-city,940GZZLUPLW,district,,,,,,,,False,,False,,
940GZZLUPLW-Plat01-WB-district|hammersmith-city,940GZZLUPLW,hammersmith-city,,,,,,,,False,,False,,
940GZZLUPLW-Plat02-EB-district|hammersmith-city,940GZZLUPLW,district,,,,,,,,False,,False,,
940GZZLUPLW-Plat02-EB-district|hammersmith-city,940GZZLUPLW,hammersmith-city,,,,,,,,False,,False,,
940GZZLUPLW-Plat03-WB-district|hammersmith-city,940GZZLUPLW,district,,,,,,,,False,,False,,
940GZZLUPLW-Plat03-WB-district|hammersmith-city,940GZZLUPLW,hammersmith-city,,,,,,,,False,,False,,
940GZZLUPNR-Plat01-NB-metropolitan,940GZZLUPNR,metropolitan,"Amersham, Chesham and Uxbridge",0.0,85.0,,0.0,50.0,,True,8 car trains: cars 4 (3rd door) and 5 (1st door),False,,
940GZZLUPNR-Plat02-SB-metropolitan,940GZZLUPNR,metropolitan,Liverpool Street,0.0,85.0,,0.0,50.0,,True,8 car trains: cars 4 (3rd door) and 5 (1st door),False,,
940GZZLUPRD-Plat01-NB-metropolitan,940GZZLUPRD,metropolitan,,,,,,,,False,,False,,
940GZZLUPRD-Plat02-SB-metropolitan,940GZZLUPRD,metropolitan,,,,,,,,False,,False,,
940GZZLUPSG-Plat01-WB-district,940GZZLUPSG,district,,,,,,,,False,,False,,
940GZZLUPSG-Plat02-EB-district,940GZZLUPSG,district,,,,,,,,False,,False,,
940GZZLUPVL-Plat01-WB-central,940GZZLUPVL,central,,,,,,,,False,,False,,
940GZZLUPVL-Plat02-EB-central,940GZZLUPVL,central,,,,,,,,False,,False,,
940GZZLUPYB-Plat01-EB-district,940GZZLUPYB,district,,,,,,,,False,,False,,
940GZZLUPYB-Plat02-WB-district,940GZZLUPYB,district,,,,,,,,False,,False,,
940GZZLUQBY-Plat01-NB-jubilee,940GZZLUQBY,jubilee,,,,,,,,False,,False,,
940GZZLUQBY-Plat02-SB-jubilee,940GZZLUQBY,jubilee,,,,,,,,False,,False,,
940GZZLUQWY-Plat01-WB-central,940GZZLUQWY,central,,,,,,,,False,,False,,
940GZZLUQWY-Plat02-EB-central,940GZZLUQWY,central,,,,,,,,False,,False,,
940GZZLURBG-Plat01-WB-central,940GZZLURBG,central,,,,,,,,False,,False,,
940GZZLURBG-Plat02-EB-central,940GZZLURBG,central,,,,,,,,False,,False,,
940GZZLURGP-Plat01-NB-bakerloo,940GZZLURGP,bakerloo,,,,,,,,False,,False,,
940GZZLURGP-Plat02-SB-bakerloo,940GZZLURGP,bakerloo,,,,,,,,False,,False,,
940GZZLURSG-Plat01-WB-central,940GZZLURSG,central,,,,,,,,False,,False,,
940GZZLURSG-Plat02-EB-central,940GZZLURSG,central,,,,,,,,False,,False,,
940GZZLURSM-Plat01-WB-metropolitan|piccadilly,940GZZLURSM,metropolitan,,,,,,,,False,,False,,
940GZZLURSM-Plat01-WB-metropolitan|piccadilly,940GZZLURSM,piccadilly,,,,,,,,False,,False,,
940GZZLURSM-Plat02-EB-metropolitan|piccadilly,940GZZLURSM,metropolitan,,,,,,,,False,,False,,
940GZZLURSM-Plat02-EB-metropolitan|piccadilly,940GZZLURSM,piccadilly,,,,,,,,False,,False,,
940GZZLURSP-Plat01-WB-metropolitan|piccadilly,940GZZLURSP,metropolitan,,,,,,,,False,,False,,
940GZZLURSP-Plat01-WB-metropolitan|piccadilly,940GZZLURSP,piccadilly,,,,,,,,False,,False,,
940GZZLURSP-Plat02-EB-metropolitan|piccadilly,940GZZLURSP,metropolitan,Liverpool Street,,,113.0,,,127.0,False,,True,,
940GZZLURSP-Plat02-EB-metropolitan|piccadilly,940GZZLURSP,piccadilly,Oakwood,,,110.0,,,200.0,False,,True,,
940GZZLURSQ-Plat01-EB-piccadilly,940GZZLURSQ,piccadilly,,,,,,,,False,,False,,
940GZZLURSQ-Plat02-WB-piccadilly,940GZZLURSQ,piccadilly,,,,,,,,False,,False,,
940GZZLURVP-Plat01-WB-district,940GZZLURVP,district,,,,,,,,False,,False,,
940GZZLURVP-Plat04-EB-district,940GZZLURVP,district,,,,,,,,False,,False,,
940GZZLURVY-Plat01-WB-central,940GZZLURVY,central,Woodford,,,157.0,,,137.0,False,,True,Use the Station Approach / Cherry Tree Rise entrance for westbound platform,
940GZZLURVY-Plat02-EB-central,940GZZLURVY,central,Barkingside,,,193.0,,,103.0,False,,True,Use the Station Way entrance for eastbound platform,
940GZZLURYL-Plat01-WB-metropolitan|piccadilly,940GZZLURYL,metropolitan,Uxbridge,,,87.0,,,102.0,False,,True,,
940GZZLURYL-Plat01-WB-metropolitan|piccadilly,940GZZLURYL,piccadilly,Uxbridge,,,142.0,,,198.0,False,,True,,
940GZZLURYL-Plat02-EB-metropolitan|piccadilly,940GZZLURYL,metropolitan,Liverpool Street,,,132.0,,,90.0,False,,True,,
940GZZLURYL-Plat02-EB-metropolitan|piccadilly,940GZZLURYL,piccadilly,Oakwood,,,127.0,,,175.0,False,,True,,
940GZZLURYO-Plat01-WB-circle|hammersmith-city,940GZZLURYO,circle,,,,,,,,False,,False,,
940GZZLURYO-Plat01-WB-circle|hammersmith-city,940GZZLURYO,hammersmith-city,,,,,,,,False,,False,,
940GZZLURYO-Plat02-EB-circle|hammersmith-city,940GZZLURYO,circle,,,,,,,,False,,False,,
940GZZLURYO-Plat02-EB-circle|hammersmith-city,940GZZLURYO,hammersmith-city,,,,,,,,False,,False,,
940GZZLUSBM-Plat01-EB-circle|hammersmith-city,940GZZLUSBM,circle,,,,,,,,False,,False,,
940GZZLUSBM-Plat01-EB-circle|hammersmith-city,940GZZLUSBM,hammersmith-city,,,,,,,,False,,False,,
940GZZLUSBM-Plat02-WB-circle|hammersmith-city,940GZZLUSBM,circle,,,,,,,,False,,False,,
940GZZLUSBM-Plat02-WB-circle|hammersmith-city,940GZZLUSBM,hammersmith-city,,,,,,,,False,,False,,
940GZZLUSEA-Plat01-EB-piccadilly,940GZZLUSEA,piccadilly,,,,,,,,False,,False,,
940GZZLUSEA-Plat02-EB-piccadilly,940GZZLUSEA,piccadilly,,,,,,,,False,,False,,
940GZZLUSEA-Plat03-WB-piccadilly,940GZZLUSEA,piccadilly,,,,,,,,False,,False,,
940GZZLUSEA-Plat04-WB-piccadilly,940GZZLUSEA,piccadilly,,,,,,,,False,,False,,
940GZZLUSFB-Plat01-WB-district,940GZZLUSFB,district,,,,,,,,False,,False,,
940GZZLUSFB-Plat03-EB-district,940GZZLUSFB,district,,,,,,,,False,,False,,
940GZZLUSFS-Plat01-EB-district,940GZZLUSFS,district,Earl's Court,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUSFS-Plat02-WB-district,940GZZLUSFS,district,Wimbledon,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUSGN-Plat01-WB-district|hammersmith-city,940GZZLUSGN,district,,,,,,,,False,,False,,
940GZZLUSGN-Plat01-WB-district|hammersmith-city,940GZZLUSGN,hammersmith-city,,,,,,,,False,,False,,
940GZZLUSGN-Plat02-EB-district|hammersmith-city,940GZZLUSGN,district,,,,,,,,False,,False,,
940GZZLUSGN-Plat02-EB-district|hammersmith-city,940GZZLUSGN,hammersmith-city,,,,,,,,False,,False,,
940GZZLUSGT-Plat01-EB-piccadilly,940GZZLUSGT,piccadilly,,,,,,,,False,,False,,
940GZZLUSGT-Plat02-WB-piccadilly,940GZZLUSGT,piccadilly,,,,,,,,False,,False,,
940GZZLUSHH-Plat01-WB-piccadilly,940GZZLUSHH,piccadilly,,,,,,,,False,,False,,
940GZZLUSHH-Plat02-EB-piccadilly,940GZZLUSHH,piccadilly,,,,,,,,False,,False,,
940GZZLUSJP-Plat01-WB-circle|district,940GZZLUSJP,circle,,,,,,,,False,,False,,
940GZZLUSJP-Plat01-WB-circle|district,940GZZLUSJP,district,,,,,,,,False,,False,,
940GZZLUSJP-Plat02-EB-circle|district,940GZZLUSJP,circle,,,,,,,,False,,False,,
940GZZLUSJP-Plat02-EB-circle|district,940GZZLUSJP,district,,,,,,,,False,,False,,
940GZZLUSJW-Plat01-NB-jubilee,940GZZLUSJW,jubilee,,,,,,,,False,,False,,
940GZZLUSJW-Plat02-SB-jubilee,940GZZLUSJW,jubilee,,,,,,,,False,,False,,
940GZZLUSKS-Plat01-WB-circle|district,940GZZLUSKS,circle,High Street Kensington,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUSKS-Plat01-WB-circle|district,940GZZLUSKS,district,Earl's Court,,,70.0,,,127.0,False,,True,,
940GZZLUSKS-Plat02-EB-circle|district,940GZZLUSKS,circle,Liverpool Street,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUSKS-Plat02-EB-circle|district,940GZZLUSKS,district,,,,,,,,False,,False,,
940GZZLUSKS-Plat03-WB-piccadilly,940GZZLUSKS,piccadilly,,,,,,,,False,,False,,
940GZZLUSKS-Plat04-EB-piccadilly,940GZZLUSKS,piccadilly,,,,,,,,False,,False,,
940GZZLUSKW-Plat01-NB-victoria,940GZZLUSKW,victoria,Tottenham Hale,0.0,85.0,,0.0,50.0,,True,"Both sets of double doors on cars 4 and 5, plus the 2 single doors in between (on the car 4/5 join)",False,,
940GZZLUSKW-Plat02-NB-northern,940GZZLUSKW,northern,Camden Town,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUSKW-Plat03-SB-northern,940GZZLUSKW,northern,Morden,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZLUSKW-Plat04-SB-victoria,940GZZLUSKW,victoria,Brixton,0.0,85.0,,0.0,50.0,,True,"Both sets of double doors on cars 4 and 5, plus the 2 single doors in between (on the car 4/5 join)",False,,
940GZZLUSNB-Plat01-WB-central,940GZZLUSNB,central,,,,,,,,False,,False,,
940GZZLUSNB-Plat02-EB-central,940GZZLUSNB,central,,,,,,,,False,,False,,
940GZZLUSPU-Plat01-WB-central,940GZZLUSPU,central,,,,,,,,False,,False,,
940GZZLUSPU-Plat02-EB-central,940GZZLUSPU,central,,,,,,,,False,,False,,
940GZZLUSSQ-Plat01-WB-circle|district,940GZZLUSSQ,circle,,,,,,,,False,,False,,
940GZZLUSSQ-Plat01-WB-circle|district,940GZZLUSSQ,district,,,,,,,,False,,False,,
940GZZLUSSQ-Plat02-EB-circle|district,940GZZLUSSQ,circle,,,,,,,,False,,False,,
940GZZLUSSQ-Plat02-EB-circle|district,940GZZLUSSQ,district,,,,,,,,False,,False,,
940GZZLUSTM-Plat01-SB-jubilee,940GZZLUSTM,jubilee,Stratford,90.0,100.0,,147.0,173.0,,False,,True,"For level access leaving the train at Wembley Park, Kingsbury or Green Park, please travel in the correct carriage. Station entry and exit requires a 110m journey via station car park, including steep ramps.",
940GZZLUSTM-Plat02-SB-jubilee,940GZZLUSTM,jubilee,Stratford,90.0,100.0,,147.0,173.0,,False,,True,"For level access leaving the train at Wembley Park, Kingsbury or Green Park, please travel in the correct carriage. Station entry and exit requires a 110m journey via station car park, including steep ramps.",
940GZZLUSTM-Plat03-SB-jubilee,940GZZLUSTM,jubilee,Stratford,90.0,100.0,,147.0,173.0,,False,,True,"For level access leaving the train at Wembley Park, Kingsbury or Green Park, please travel in the correct carriage. Station entry and exit requires a 110m journey via station car park, including steep ramps.",
940GZZLUSUH-Plat01-WB-piccadilly,940GZZLUSUH,piccadilly,,,,,,,,False,,True,,
940GZZLUSUH-Plat02-EB-piccadilly,940GZZLUSUH,piccadilly,,,,,,,,False,,True,,
940GZZLUSUT-Plat01-WB-piccadilly,940GZZLUSUT,piccadilly,Uxbridge,,,108.0,,,117.0,False,,True,Use the Orchard Gate entrance for westbound platform,
940GZZLUSUT-Plat02-EB-piccadilly,940GZZLUSUT,piccadilly,Oakwood,,,107.0,,,164.0,False,,True,Use the Station Approach entrance for eastbound platform,
940GZZLUSWC-Plat01-NB-jubilee,940GZZLUSWC,jubilee,,,,,,,,False,,False,,
940GZZLUSWC-Plat02-SB-jubilee,940GZZLUSWC,jubilee,,,,,,,,False,,False,,
940GZZLUSWF-Plat01-WB-central,940GZZLUSWF,central,Liverpool Street,,,,,,,False,,True,Use the George Lane (West) entrance for westbound platform,
940GZZLUSWF-Plat02-EB-central,940GZZLUSWF,central,Epping,,,,,,,False,,True,Use the Station Passage (East) entrance for eastbound platform,
940GZZLUSWK-Plat01-WB-jubilee,940GZZLUSWK,jubilee,Stanmore,0.0,85.0,,0.0,50.0,,False,,False,"For level access leaving the train at Green Park, please travel in the correct carriage.",
940GZZLUSWK-Plat02-EB-jubilee,940GZZLUSWK,jubilee,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUSWN-Plat01-NB-northern,940GZZLUSWN,northern,,,,,,,,False,,False,,
940GZZLUSWN-Plat02-SB-northern,940GZZLUSWN,northern,,,,,,,,False,,False,,
940GZZLUTAW-Plat01-NB-northern,940GZZLUTAW,northern,,,,,,,,False,,False,,
940GZZLUTAW-Plat02-SB-northern,940GZZLUTAW,northern,,,,,,,,False,,False,,
940GZZLUTBC-Plat01-NB-northern,940GZZLUTBC,northern,,,,,,,,False,,False,,
940GZZLUTBC-Plat02-SB-northern,940GZZLUTBC,northern,,,,,,,,False,,False,,
940GZZLUTBY-Plat01-NB-northern,940GZZLUTBY,northern,,,,,,,,False,,False,,
940GZZLUTBY-Plat02-SB-northern,940GZZLUTBY,northern,,,,,,,,False,,False,,
HUBTCR-Plat01-WB-central,940GZZLUTCR,central,Ealing Broadway and West Ruislip,,,,,,,False,,True,,
HUBTCR-Plat02-EB-central,940GZZLUTCR,central,Epping,,,,,,,False,,True,,
HUBTCR-Plat03-NB-northern,940GZZLUTCR,northern,Edgware and High Barnet,0.0,85.0,,0.0,50.0,,True,,False,,
HUBTCR-Plat04-SB-northern,940GZZLUTCR,northern,Morden,0.0,85.0,,0.0,50.0,,True,,False,,
HUBTCR-PlatA-EB-elizabeth,910GTOTCTRD,elizabeth,,,,,,,,True,,False,,
HUBTCR-PlatB-WB-elizabeth,910GTOTCTRD,elizabeth,,,,,,,,True,,False,,
940GZZLUTFP-Plat01-NB-northern,940GZZLUTFP,northern,,,,,,,,False,,False,,
940GZZLUTFP-Plat02-SB-northern,940GZZLUTFP,northern,,,,,,,,False,,False,,
940GZZLUTHB-Plat01-WB-central,940GZZLUTHB,central,,,,,,,,False,,False,,
940GZZLUTHB-Plat02-EB-central,940GZZLUTHB,central,Epping,,,220.0,,,67.0,False,,True,,
940GZZLUTMP-Plat01-WB-circle|district,940GZZLUTMP,circle,,,,,,,,False,,False,,
940GZZLUTMP-Plat01-WB-circle|district,940GZZLUTMP,district,,,,,,,,False,,False,,
940GZZLUTMP-Plat02-EB-circle|district,940GZZLUTMP,circle,,,,,,,,False,,False,,
940GZZLUTMP-Plat02-EB-circle|district,940GZZLUTMP,district,,,,,,,,False,,False,,
940GZZLUTNG-Plat01-WB-district,940GZZLUTNG,district,,,,23.0,,,240.0,False,,False,,
940GZZLUTNG-Plat02-WB-piccadilly,940GZZLUTNG,piccadilly,,,,176.0,,,176.0,False,,False,,
940GZZLUTNG-Plat03-EB-piccadilly,940GZZLUTNG,piccadilly,,,,98.0,,,142.0,False,,False,,
